original_filename,new_filename,class_name,status,width,height,format,mode,aspect_ratio,size_kb,md5
2632164a-634b-4a62-afb0-0b29b205f00f.png,ai_000021.jpg,AI,SUCCESS,885,1777,PNG,RGB,0.498,305.05,17dc9b83289a67e2232a8cd25fb11182
2650987c-dbd4-42ed-8d92-00dd12ce2528.png,ai_000022.jpg,AI,SUCCESS,1448,1086,PNG,RGB,1.333,617.44,b1e0fda3eaef36112e8bb6d1d0352689
2c10031b-8307-4de5-ac91-357d74788a5e.png,ai_000023.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,358.34,64a0eb29697110292c84d45bef9accaf
2d154e98-61bc-4a55-a455-654a70d79a91.png,ai_000024.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,327.2,1f4fcb999271b1bab2275da96f94f12f
33b8c43e-0457-4d9e-a46c-2612bf096258.png,ai_000025.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,450.81,b060112a2956cd9945f3699944ba4b25
343e0bf1-224b-4464-8ad8-9eacfa2033b0.png,ai_000026.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,325.65,0fa2200aca1e7e0fd3bc506c621f526f
37960cd5-ffdd-4479-a422-0d9d92195e12.png,ai_000027.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,393.8,3b75d24af705ddfe0eebe59f2baf9cf0
382e5c13-db1b-4a17-8a08-d2d650e525f4.png,ai_000028.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,590.92,50e856e12b81919061ed48263e2f005a
386d48c8-df15-4fbc-b988-2b1374abc8cd.png,ai_000029.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,416.22,aac7e09aeae59e0d8e0d98c064195323
3909df8c-ed39-4931-87b4-2c5e2f8dba0c.png,ai_000030.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,580.87,2a191d0c83a06a89a656c496df55fc52
390a5320-a9cb-4794-9cd9-dd5324036405.png,ai_000031.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,421.27,1920e6de56745a52c5a2bef4b7593e89
39c06b2c-2c15-4069-aa04-173add055434.png,ai_000032.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,584.33,fd2f4c6b0eec27d7441beb212cf4d6cf
3a0affbe-8eb4-4812-984d-7ee569157685.png,ai_000033.jpg,AI,SUCCESS,1023,1537,PNG,RGB,0.666,379.36,ef15f11a594ddb4be9e420ee3e3db92d
3a790c22-c23c-4c3b-bd6a-82d3c1011b25.png,ai_000034.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,643.54,edbd6b066af6659f41c1172e4db59ce4
3c4cc5ca-942f-4cb4-9814-4a343f4412e2.png,ai_000035.jpg,AI,SUCCESS,1448,1086,PNG,RGB,1.333,445.24,1f9d90f77ea298e548236ed47d5ce9fb
3caf0310-32c1-47d5-bc86-e8394dca845e.png,ai_000036.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,518.8,c655b0bd2a24a58438bc55f13a418b82
401087c2-941c-4117-b288-725de4f1d92f.png,ai_000037.jpg,AI,SUCCESS,852,1846,PNG,RGB,0.462,500.28,ecfc923ce9a72c8b58b515e1a0ee9f8b
404caede-c53d-4795-8ea8-2a79a03b5775.png,ai_000038.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,357.77,82c771c9542b8c8ea5984ce5519da480
434dc26c-73ed-46ed-b82d-57472eb95cd9.png,ai_000039.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,500.61,9c334861da48bdc043c26592103f4bc7
441dfa2b-2b10-4277-97a8-e34a49640fb8.png,ai_000040.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,380.95,3ca6ccb9435976adb296a34124e68693
49a4f592-1de0-4a3e-b054-7c11fdce17cc.png,ai_000041.jpg,AI,SUCCESS,887,1774,PNG,RGB,0.5,260.13,ec2d68fe250b4ff4d895f5093c311722
4ce3f8b6-5ce3-4ec1-9bad-dc8306eb1ef7.png,ai_000042.jpg,AI,SUCCESS,1548,1016,PNG,RGB,1.524,512.34,3c16de0d9107ad61ef1cfb12afdc704b
4ff1a399-335f-45e2-a827-83ceadd331cd.png,ai_000043.jpg,AI,SUCCESS,1023,1537,PNG,RGB,0.666,437.46,d0e7b4269887b390bd6c202169fac0d5
511d9dac-da0f-49b8-95f7-60cf227b3348.png,ai_000044.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,378.5,66927f6d1c4eb586cda62b8de510ee2f
5486ecec-86c7-45a3-a569-3a1382639a40.png,ai_000045.jpg,AI,SUCCESS,940,1672,PNG,RGB,0.562,348.77,cc367dc651a3e3821a3ad8e36b1a981d
55723c53-c162-45e3-8612-8d88c644e2ac.png,ai_000046.jpg,AI,SUCCESS,1024,1536,PNG,RGB,0.667,403.62,7b34cec32058722e5e7097564d6d3218
573d26e8-ae4d-4e99-ad08-a3ac7bb696d5.png,ai_000047.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,347.61,91c4054e5ea689db81c132109be14165
5b019aa2-d3a5-4300-aa5a-8a3a16650d02.png,ai_000048.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,298.18,b7c1f6f3bbd8c861b773b81ca1558350
5d11acfe-9698-4702-b68d-28949a277059.png,ai_000049.jpg,AI,SUCCESS,1254,1254,PNG,RGB,1.0,481.25,617b62ef740127f155dc0cd84ceab3ac
5f0c2198-5f20-4078-8953-690ee74956ef~2.png,ai_000050.jpg,AI,SUCCESS,542,452,JPEG,RGB,1.199,51.66,19c5cc3dc9c08a207ddabd6dc7fcfd06
5f0c2198-5f20-4078-8953-690ee74956ef~3.png,ai_000051.jpg,AI,SUCCESS,538,427,JPEG,RGB,1.26,53.77,de941ad0156ccf81b0c63c697f5cf9cf
610ed080-daf1-460e-ac6e-6806d2061fe3.png,ai_000052.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,442.15,6649c9b918874bb229b56346f567fc63
615e7780-cabc-4aab-a119-5c9e84bd524d.png,ai_000053.jpg,AI,SUCCESS,1448,1086,PNG,RGB,1.333,394.5,e3bb765589d28113cb81f8e8a69d5398
63de9126-5ff1-4058-809a-415fe8fe15c3.png,ai_000054.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,584.61,146c66af42dcaf8bb961e52aa96fa65d
644fb188-07d9-4f78-b50d-dfa813a5fd66.png,ai_000055.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,355.92,34aabf9b882898bd581b74eb32d9c6ce
6593430d-4fd2-405d-b963-9d54e404f7f3.png,ai_000056.jpg,AI,SUCCESS,887,1774,PNG,RGB,0.5,404.56,ea4db258e1fdf121143c487ab1da4743
65ee927f-6725-409c-a2b2-0df49f6fcb9c.png,ai_000057.jpg,AI,SUCCESS,1536,1024,PNG,RGB,1.5,269.5,94f8b420406eacd820d44542743e7037
6652fa54-ebdf-4430-acda-20199db5ae89.png,ai_000058.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,396.23,4c656beaabffe0049537f58aebe381f0
6690c24f-63a0-4821-babe-046903215805.png,ai_000059.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,346.66,188c053b1237b724638a086d1c837432
67a9d4937bb3f854015c509e.webp,ai_000060.jpg,AI,SUCCESS,700,544,WEBP,RGB,1.287,80.04,f30d8b3c7f0fb834bb494e89d4a302fd
67be8763-f3e7-42ca-a24a-360ff81b58ad.png,ai_000061.jpg,AI,SUCCESS,942,1670,PNG,RGB,0.564,251.96,78246d40707b922bf7762803db58796c
67f51d17-e8b0-4a2f-b44f-578dabd67020.png,ai_000062.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,234.54,337215a25206205cbac114c74705d0ca
680c4d27-1f10-462b-9dfa-bc35c75c4f1c.png,ai_000063.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,322.42,875b4e2fef562ec2857bebd66bc6f36a
6847a7da-9d9f-435d-9450-4abb195715a4.png,ai_000064.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,421.02,45e24e89f48b82a95c9d0d3286c40d31
694f2d0c-32e9-4f5d-a32e-6952afe26b99.png,ai_000065.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,565.02,8d4a473a5d755fbb44911bb79e844499
6995ebe2-3536-47b5-982e-2db995845932.png,ai_000066.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,449.03,738c1dc2223a419626327d7cc78b675d
6c7d8a78-94a4-4b60-a3b8-bb215453245d.png,ai_000067.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,478.79,c8a9c281fefe2139fe03d9d13ae7182e
70a1d7cf-2ad5-4842-991d-3cacf5288505.png,ai_000068.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,336.32,c2c9af26226f7420b0ef66fb9c80bd00
70cf7dbe-28ef-4e67-b326-1eb56f78b05d.png,ai_000069.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,293.08,0c802ee20ba81225d692e38f3880c9ef
7494ad00-923e-4b61-a02c-825e15ce37f2.png,ai_000070.jpg,AI,SUCCESS,1448,1086,PNG,RGB,1.333,481.19,2b5244511533a51a81a7592c6e349269
7547cbde-293d-4a05-9c38-8540f3578132.png,ai_000071.jpg,AI,SUCCESS,1024,1536,PNG,RGB,0.667,410.07,5b0e42dba7bae154bbe1d055fc4b04dc
75527304-2cf3-4236-9a4f-a270bd1dceb8.png,ai_000072.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,294.13,ee6ce333a985ca63bd2a5795fd3e15c4
7590d72c-a405-411a-86e1-82c4a01c9e1b.png,ai_000073.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,321.87,9f6882b479bc92f507af14fcad09a9e9
764ff5ca-0bcb-4e34-a815-f9fdcc82d5ab.png,ai_000074.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,384.59,9e8e1463146cefc02618b5dafa5b8881
768081ad-6384-40ee-8431-f26e47aa0f89.png,ai_000075.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,437.82,d808ed704ba1b8a32f8c4b14c23b2717
78a3570b-7d53-414e-abe2-d01e5e702a3d.png,ai_000076.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,461.25,c976087725d4ca69f300c96218c1dd8c
7a07127b-ecc7-4d57-bfed-327311525764.png,ai_000077.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,447.04,2cbcb14d35463901895cc24e1a2cdc7d
7a3a47bf-87e0-41d2-bd8b-d2030bf9f630.png,ai_000078.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,430.63,fbbc8e3d46387e3c3362d328cb5c1e96
7bdbe87c-5b50-44f8-8228-db681ed055e8.png,ai_000079.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,413.58,b6c11949b3345ade5d07ff83a1bcbecc
80151fa8-f7c7-4c8d-b106-ffbf95f1bcd5~2.png,ai_000080.jpg,AI,SUCCESS,521,712,JPEG,RGB,0.732,124.31,ce6cc5588efdea1299a085262eecb97e
80c3c625-7fb6-49f7-b6ad-583ae441d7bf.png,ai_000081.jpg,AI,SUCCESS,1448,1086,PNG,RGB,1.333,613.6,9b20972dff009a9773821e7d82170578
81d093d9-4bea-4d1e-9c90-dae7e0301aeb.png,ai_000082.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,326.13,d217b91f4ab7764775389c529ab94813
821a1011-4df9-4172-a999-0ea9eb5f8933.png,ai_000083.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,462.29,96113be70e675519032485ba924b7038
8257eaef-eaeb-45ec-a5a4-9088bfdc7050.png,ai_000084.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,345.1,507ebf25b92c9fdcdae51740aca2714d
83bfbbdd-eaaf-447d-ba70-adbfa5f5cc49.png,ai_000085.jpg,AI,SUCCESS,1086,1449,PNG,RGB,0.749,287.87,065d969b8817acf45c5e8360743cb3a7
858103c8-6bd9-4fb0-b395-6bc7862c6138.png,ai_000086.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,452.15,291912f57a6bc1655e4a014f0c86885e
897d1cb3-4d54-477b-a2a5-5171da80eada.png,ai_000087.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,386.6,ee6b6ec40855bad24293dcc44861c3ee
89ce392c-1158-4940-b8ab-394304d13ada.png,ai_000088.jpg,AI,SUCCESS,1431,1099,PNG,RGB,1.302,325.12,2c8cb2156f0b4195df0ddef2473ef849
8a3c00f9-1c5a-4d61-9fb6-3b1fcc2e49a3.png,ai_000089.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,486.88,a99b42e015b2771dfe154813f26c497c
8b3fe356-d8ea-4d7b-98d6-530a83add3d9.png,ai_000090.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,428.11,76e54d7caed0b93e29d13d59eb31f00c
8c2a2931-183c-4f24-a9e8-7d4510794333.png,ai_000091.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,422.39,94bb53bf112a2b73a3ab369f090cada1
94638ccb-aa97-4efe-9347-32cfc1689a1e.png,ai_000092.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,388.96,b55bb578f0a7268bee74b275f3424ca7
96118977-3d3e-4339-a019-dec4cf23355f.png,ai_000093.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,503.13,55e8355b9097d9ae49ade895a0ef978b
96be4269-4b71-4fa2-8f47-b429427c6974.png,ai_000094.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,652.18,5166082cef60fd752abd8b390a6dee57
97488219-7a24-4f82-8083-892e1f06f56d.png,ai_000095.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,328.55,663a76c7df62b2b5f9406b5f78cccb30
986ab0b5-31a2-4d29-9551-7de60445c92b.png,ai_000096.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,420.25,ab95676ac6cab9bd1d96d44942878ea1
a008d840-5338-4460-9457-ef57916d0ab6.png,ai_000097.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,357.76,8b61e73b1a1fd34cccdfe4f39d1c1ab1
a0c7ddf4-bfd5-4f6b-a0c7-224f7b70db3d.png,ai_000098.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,495.95,d22611782d98aa324b9ec7f24bc4b574
a2f056be-5df5-4166-987b-03b7c9e61067.png,ai_000099.jpg,AI,SUCCESS,1448,1086,PNG,RGB,1.333,682.7,c06938c1a4b9772a282a45c74cf10067
a4e32051-4c82-43dc-9786-26deede59b9f.png,ai_000100.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,546.02,47b4cf7326cdc638521d3dc82db58dce
a60087ee-d824-458c-ac3f-8d905bcf8703.png,ai_000101.jpg,AI,SUCCESS,1024,1536,PNG,RGB,0.667,385.92,e0688e42c0eaa5754bfcc80fed5292e9
a7562834-dc63-4bf2-9e16-089db9e60daf.png,ai_000102.jpg,AI,SUCCESS,1448,1086,PNG,RGB,1.333,311.78,4f4a2df2a1d58b25a0d288c5eb11c07a
a81ea8b5-6600-4435-a479-d930ea393756.png,ai_000103.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,442.71,6d77580344423a1b821d057867c9adb9
aa27dcdc-dac5-4edc-b7c1-30df1e30d27c.png,ai_000104.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,404.61,91f1702e96771e11c4c63cacc10da438
aa7c97fc-ed93-4756-98c6-41f46c68f34d.png,ai_000105.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,497.83,afc37fe2aa4fd494c392f14fac14526b
ab169873-2b9b-43a2-8240-d18d5a6e2875.png,ai_000106.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,607.75,131f49bdb63994f1225da5760287efc2
ad787b36-f9b0-48ce-afe0-3a9693a373df.png,ai_000107.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,443.25,2c9de038b9d30f3527ec37b5c42016f8
adaa673e-69ad-4015-b052-0ede2ed1cc88.png,ai_000108.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,474.32,4f4b3781704df0aaef16693c9404253b
ade48518-1888-412e-bb31-03c2df4366d0.png,ai_000109.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,309.23,dafef1b5ae3a9571554c7ab5f1f67703
ae649a79-d1ce-4338-957b-057c307957e3.png,ai_000110.jpg,AI,SUCCESS,883,1780,PNG,RGB,0.496,316.82,900daf35310a0d854fe785fb18f3b046
aef8a834-a44f-489d-84e4-6f3f9fd611db.png,ai_000111.jpg,AI,SUCCESS,1448,1086,PNG,RGB,1.333,272.54,3bf25e0e09e2cb1c43c0e3d7f8cc1bae
afba333b-7979-4a2d-b0b8-fada1cf0c385.png,ai_000112.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,511.83,1e8410966fb01815c4685144e31e7d75
afd113f8-77e4-4446-a015-01e84461fa93.png,ai_000113.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,366.28,040dc512a4809de984f3a0651c10ae72
b0a0e6fb-1442-4488-ab37-78c4d12cac90~2.png,ai_000114.jpg,AI,SUCCESS,490,498,JPEG,RGB,0.984,43.45,b577978981d24656d48b0d20fb772c3c
b0a0e6fb-1442-4488-ab37-78c4d12cac90~3.png,ai_000115.jpg,AI,SUCCESS,487,748,JPEG,RGB,0.651,79.29,fd8d493678d64d8bc550487ce333fc41
b0a0e6fb-1442-4488-ab37-78c4d12cac90~4.png,ai_000116.jpg,AI,SUCCESS,494,727,JPEG,RGB,0.68,75.28,bb5d46f174d998509b3fa8b10f7db0c3
b0a0e6fb-1442-4488-ab37-78c4d12cac90~5.png,ai_000117.jpg,AI,SUCCESS,485,487,JPEG,RGB,0.996,36.23,44c99f966c91e602fdab85e5d213783d
b0a0e6fb-1442-4488-ab37-78c4d12cac90~6.png,ai_000118.jpg,AI,SUCCESS,502,465,JPEG,RGB,1.08,72.88,2a39a75b99a772a95be21bc89a5a6f54
b21a2134-a110-4424-b71c-c01f6188d9ef.png,ai_000119.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,381.39,e80aef6814c9e2d71a16b3f6b14714bc
b254335d-8fe1-42d2-a503-f8de07ddb967.png,ai_000120.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,393.29,7a1f74368f09ee9cb49c17bc41204175
b5c95968-a92c-4685-8843-bf44f26099fb.png,ai_000121.jpg,AI,SUCCESS,886,1774,PNG,RGB,0.499,359.71,b938d4850ff31b5fd4e26e6c1ba30178
b70c1ba2-8702-4281-ae96-7698855f057e.png,ai_000122.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,340.89,c6d80e121a281a63007d939dc7e90bc3
b749b6b4-20a4-481f-9354-aafde19f25f0.png,ai_000123.jpg,AI,SUCCESS,1448,1086,PNG,RGB,1.333,465.18,1a3755a073bbf203f24891aa98b54970
bb20f135-196b-40b2-9977-00900b71fbf1.png,ai_000124.jpg,AI,SUCCESS,1099,1431,PNG,RGB,0.768,491.22,35d4b27243ac93b8e608dbbd95289aac
bb42afe6-8103-4129-8992-07f6c355e594.png,ai_000125.jpg,AI,SUCCESS,1023,1537,PNG,RGB,0.666,348.75,35a5dd879c55d2e351424d34c20493d9
be368c54-d6c7-4c50-baa6-b56870bcf318.png,ai_000126.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,337.54,9437ceca41ac8d3a47cd79f2e6a92c9b
beb4afe2-5c0a-4e36-b01b-1e513eff5fad.png,ai_000127.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,394.09,9cb35ed22f3bcc4bfffb28a5c89d47f8
bfbff8fa-82f8-4650-ba58-e00c93d30827.png,ai_000128.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,550.2,7b5eef849573c510d60376e831eb1a5a
c4c1a921-52bf-4b21-ab11-7f52037159a9.png,ai_000129.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,458.74,a5bdf03ee2d76292ff6da69b8dc58468
c69fd646-216e-45f6-934f-8ee7ce1b9356.png,ai_000130.jpg,AI,SUCCESS,1023,1537,PNG,RGB,0.666,428.65,ac4cf0e9792065f560b5e5833eecd581
cb5b1618-b3ca-4cbf-8e9f-8ce40294966e.png,ai_000131.jpg,AI,SUCCESS,940,1672,PNG,RGB,0.562,298.34,3e063fc69189f971414cad599a25829e
cb900c76-c3bf-454a-be70-95418bd75366.png,ai_000132.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,516.73,d3095c26a9fec90a7dff6f08d6330349
cf46eff3-18e6-4600-816a-a48182927038.png,ai_000133.jpg,AI,SUCCESS,886,1775,PNG,RGB,0.499,341.17,8285be2899e69ce6c086b116aa1563cd
cf97a03a-14d0-4019-8ac2-3fac94ab61f0.png,ai_000134.jpg,AI,SUCCESS,941,1672,PNG,RGB,0.563,382.27,69d40b7e1fa4906fd1375e8c650a498f
cfc6ed9c-c4b0-4202-ac8a-f6a8009c67bb.png,ai_000135.jpg,AI,SUCCESS,1122,1402,PNG,RGB,0.8,586.55,4651e85ce18f7ef226d00905551ab489
"ChatGPT Image Jul 1, 2026, 10_45_14 PM.png",ai_000136.jpg,AI,SUCCESS,1448,1086,PNG,RGB,1.333,483.64,75121644be60d9218de83134b0d8e16c
"ChatGPT Image Jul 1, 2026, 10_45_23 PM.png",ai_000137.jpg,AI,SUCCESS,1086,1448,PNG,RGB,0.75,632.39,badc43bae266a8bce9009cd422d533c0
"ChatGPT Image Jul 1, 2026, 10_46_30 PM.png",ai_000138.jpg,AI,SUCCESS,1672,941,PNG,RGB,1.777,386.52,2b984c4acb3bfa6683f12ecb3151ee23
"ChatGPT Image Jul 1, 2026, 10_49_08 PM.png",ai_000139.jpg,AI,SUCCESS,1536,1024,PNG,RGB,1.5,503.07,b4ebe71ea4fe9dc392a8bb8546cc932a
"ChatGPT Image Jul 1, 2026, 10_54_17 PM.png",ai_000140.jpg,AI,SUCCESS,1448,1086,PNG,RGB,1.333,478.25,6a0641f25e91e79141e4d6dcfaf00c09
"ChatGPT Image Jul 1, 2026, 11_16_04 PM.png",ai_000141.jpg,AI,SUCCESS,1448,1086,PNG,RGB,1.333,632.23,9e5e3fc3f06f8d08f2df73bf8e386e1d
"ChatGPT Image Jul 10, 2026, 03_01_02 PM.png",ai_000142.jpg,AI,SUCCESS,1448,1086,PNG,RGB,1.333,345.36,50688d23ccce04bfd0d0c75de4b1fa02
"ChatGPT Image Jul 10, 2026, 03_04_27 PM.png",ai_000143.jpg,AI,SUCCESS,1448,1086,PNG,RGB,1.333,391.01,7d9f60928ed41df4125b803e6e2e9fac
"ChatGPT Image Jul 10, 2026, 03_04_35 PM.png",ai_000144.jpg,AI,SUCCESS,1448,1086,PNG,RGB,1.333,418.33,a4f4316b6b23df65367552ec37681562
"ChatGPT Image Jul 10, 2026, 03_04_37 PM.png",ai_000145.jpg,AI,SUCCESS,1448,1086,PNG,RGB,1.333,466.67,a1a4c38ca282c7ea7f621b466d44884b
"ChatGPT Image Jul 10, 2026, 03_04_42 PM.png",ai_000146.jpg,AI,SUCCESS,1448,1086,PNG,RGB,1.333,419.82,4b8e16a9e807bf6ca7240c8a776e9afa
"ChatGPT Image Jul 10, 2026, 03_05_25 PM.png",ai_000147.jpg,AI,SUCCESS,1538,1022,PNG,RGB,1.505,430.5,4939e82af1dda16b92817f9c942c112f
"ChatGPT Image Jul 10, 2026, 03_05_29 PM.png",ai_000148.jpg,AI,SUCCESS,1536,1024,PNG,RGB,1.5,401.83,74338dcb61596fb915d59c945fae2469
"ChatGPT Image Jul 10, 2026, 03_09_58 PM.png",ai_000149.jpg,AI,SUCCESS,1672,941,PNG,RGB,1.777,375.04,17784dfd229ec084e34174ea89ac3675
"ChatGPT Image Jul 10, 2026, 03_10_06 PM.png",ai_000150.jpg,AI,SUCCESS,1672,941,PNG,RGB,1.777,441.99,4cf9be31ffeb9f22fef1e0c5837d2eeb
